,momentum_return
2010-12-16,0.006535541261411052
2010-12-17,-0.006627200783640319
2010-12-20,0.005152974371187729
2010-12-21,0.001778159415527785
2010-12-22,-0.001058145006451244
2010-12-23,0.01498235806613104
2010-12-24,-0.0025098799362406735
2010-12-27,0.0108228293500503
2010-12-28,0.006768378401334233
2010-12-29,-0.001192230390790719
2010-12-30,0.020134535057482427
2010-12-31,0.000368530652080464
2011-01-03,0.02267949492101941
2011-01-04,-0.003932861617273818
2011-01-05,0.0013067326980459718
2011-01-06,0.0023575806950276116
2011-01-07,0.005143411189454616
2011-01-10,0.002307244098529569
2011-01-11,-0.007065928521168214
2011-01-12,-0.005844589496642278
2011-01-13,0.005449335408460962
2011-01-14,-0.012992481216422443
2011-01-17,-0.004496536641427391
2011-01-18,0.005973744922068844
2011-01-19,-0.002139696919390058
2011-01-20,-0.014118791048096144
2011-01-21,0.0018301898907065104
2011-01-24,-0.0008230479557581002
2011-01-25,-0.009572901337195228
2011-01-26,-0.003392197401637977
2011-01-27,-0.027450884091493887
2011-01-28,0.01568161994708753
2011-01-31,0.012466568045530287
2011-02-01,-0.011278541885981803
2011-02-02,-0.008555420047855002
2011-02-03,-0.005813426782263669
2011-02-04,-0.0014220816040891463
2011-02-07,-0.012288601144861955
2011-02-08,0.012578662544457225
2011-02-09,0.011834147347531026
2011-02-10,0.00318429769729584
2011-02-11,0.0024727446771164252
2011-02-14,-0.015065250252547024
2011-02-15,-0.02037809291583582
2011-02-16,-0.005882640992925025
2011-02-17,-0.0027287470546586627
2011-02-18,-0.008661171290648119
2011-02-21,-0.0002759124320360633
2011-02-22,0.003241086462643569
2011-02-23,0.0053075625848878994
2011-02-24,-0.007869677922888698
2011-02-25,0.000596889663368723
2011-02-28,0.0009150351168380636
2011-03-01,-0.00754171729347514
2011-03-02,-0.006183319760987838
2011-03-03,0.009762903393484129
2011-03-04,-0.01472243998207298
2011-03-07,0.008527602434148365
2011-03-08,0.0051174871769066824
2011-03-09,-0.005883019395517093
2011-03-10,0.001539741160610236
2011-03-11,0.002313216372703531
2011-03-14,-0.00885749991963861
2011-03-15,0.006595256483537002
2011-03-16,0.012912058454445752
2011-03-17,0.012878754319492642
2011-03-18,0.002319811959160494
2011-03-21,0.00748551973673855
2011-03-22,-0.003734808001328376
2011-03-23,-0.0006526577181280072
2011-03-24,0.011494664012426593
2011-03-25,-0.0011898982942636358
2011-03-28,0.006013863258430674
2011-03-29,0.01698558228926332
2011-03-30,-0.009405019051447064
2011-03-31,-0.015109044422920754
2011-04-01,-0.017098039073480266
2011-04-04,0.013633236754309335
2011-04-05,0.011030972427491261
2011-04-06,-0.00634781149797268
2011-04-07,-0.006382313569174423
2011-04-08,0.00415958216027924
2011-04-11,-0.0015826729770482529
2011-04-12,0.0022215039950368243
2011-04-13,-0.008626976834687817
2011-04-14,0.005159745757483195
2011-04-15,0.006967652976300481
2011-04-18,0.006053810959240704
2011-04-19,0.008005410668091935
2011-04-20,-0.0038303299724425314
2011-04-21,-0.010604185942686094
2011-04-22,0.01185026102714648
2011-04-25,0.007311564514697177
2011-04-26,0.0008245896697300811
2011-04-27,-0.00898640373524588
2011-04-28,-0.005297670047715591
2011-04-29,0.0022947662751297104
2011-05-02,0.006768267258990824
2011-05-03,0.010977396067043652
2011-05-04,0.0005143480190623914
2011-05-05,-0.003404698351660452
2011-05-06,-0.004968220625074264
2011-05-09,-0.0022514178518480044
2011-05-10,-0.0023515906195740377
2011-05-11,0.0008863872287321736
2011-05-12,-0.00337714980870068
2011-05-13,0.0069902957711186885
2011-05-16,0.018402719799427092
2011-05-17,0.0029177875643849275
2011-05-18,0.0012378421821942086
2011-05-19,-4.298632833448857e-05
2011-05-20,-0.011341631359783794
2011-05-23,-0.015828264391746814
2011-05-24,0.00022221793307499512
2011-05-25,0.000795127788891176
2011-05-26,0.00467562382283288
2011-05-27,0.003677741980057043
2011-05-30,0.0021562021806905496
2011-05-31,0.004092684617550432
2011-06-01,-0.007118042372161827
2011-06-02,0.00022802804219491566
2011-06-03,-0.009934223502849539
2011-06-06,0.00043741905054021793
2011-06-07,0.007137183007227605
2011-06-08,-0.0078103957028736746
2011-06-09,0.0030813639670054845
2011-06-10,-0.0033394145914723257
2011-06-13,-0.00445693549745583
2011-06-14,0.009343050423770805
2011-06-15,-0.010996753151357013
2011-06-16,-0.004286113560164728
2011-06-17,0.006825666640027424
2011-06-20,0.0032368433208402377
2011-06-21,0.00018010852599673315
2011-06-22,-0.0016107622749934403
2011-06-23,0.013717777387707398
2011-06-24,-0.0016739849976197263
2011-06-27,0.009361708442359102
2011-06-28,-0.0013968696782009115
2011-06-29,0.003964515145070407
2011-06-30,-0.00031136254233429567
2011-07-01,-0.002410330089163955
2011-07-04,-0.008521327439788385
2011-07-05,0.001623627675072585
2011-07-06,0.0029554493228271172
2011-07-07,-0.016714601770949664
2011-07-08,-0.0005364397597901898
2011-07-11,0.0075329341637180094
2011-07-12,0.011027566412977106
2011-07-13,0.002656448371292682
2011-07-14,0.003425613789733081
2011-07-15,0.0010710327615165239
2011-07-18,-0.0036872576360123988
2011-07-19,-0.0011963759239307572
2011-07-20,-0.002629513050338872
2011-07-21,-0.0018542224306137885
2011-07-22,0.007118505875060891
2011-07-25,0.004828890671729011
2011-07-26,0.006388959315105051
2011-07-27,-0.002882614802849792
2011-07-28,0.014640241701215886
2011-07-29,-0.011906610789315077
2011-08-01,-0.008914686654927128
2011-08-02,-0.010162191626904207
2011-08-03,-0.0018673528990163853
2011-08-04,-0.000317196937222158
2011-08-05,-0.0012235687345794261
2011-08-08,0.007261135574998463
2011-08-09,0.006456655202610892
2011-08-10,-0.005870740072808573
2011-08-11,0.0072230835097052215
2011-08-12,0.003961052893516458
2011-08-15,-0.00699935628402522
2011-08-16,-0.00778083178070294
2011-08-17,0.0004574912155774465
2011-08-18,0.010336237332644809
2011-08-19,-0.0036204184307879746
2011-08-22,0.004924959199308324
2011-08-23,-0.0006000298999520146
2011-08-24,0.0066981607414389795
2011-08-25,-0.012862447100031222
2011-08-26,-0.012027555994364812
2011-08-29,-0.006682714380792951
2011-08-30,0.004231675057820314
2011-08-31,0.006999755103296625
2011-09-01,-0.011516000214926186
2011-09-02,0.0037423436007110785
2011-09-05,0.00300139925431348
2011-09-06,-0.006389553798380515
2011-09-07,-0.005559832386456753
2011-09-08,-0.0036845881462594827
2011-09-09,-0.0012644276669512098
2011-09-12,0.003134376436463193
2011-09-13,-0.0032860810152438875
2011-09-14,0.002684467616900625
2011-09-15,-0.0007127055973154996
2011-09-16,0.002444397968570736
2011-09-19,0.008406796508223634
2011-09-20,0.002474769657636923
2011-09-21,-0.005644267087594346
2011-09-22,-0.001792060653286026
2011-09-23,0.011371793750611632
2011-09-26,-0.005177988065019417
2011-09-27,0.005525585014568145
2011-09-28,0.002692421312790714
2011-09-29,0.0016412321731745583
2011-09-30,0.00639651895197527
2011-10-03,-0.002602482586152335
2011-10-04,-0.018627902881806734
2011-10-05,0.006885260531114106
2011-10-06,-0.010385830592295777
2011-10-07,-0.010805678162189098
2011-10-10,0.01092230862799335
2011-10-11,-0.007618732058364981
2011-10-12,-0.000552138943823383
2011-10-13,0.004862629376913084
2011-10-14,0.0035905743311147394
2011-10-17,0.01395292500417301
2011-10-18,0.0043085823861126575
2011-10-19,0.014437021199274643
2011-10-20,0.0029460128021631827
2011-10-21,0.0042969921718618576
2011-10-24,-0.0027038606963176114
2011-10-25,0.006817544975693495
2011-10-26,0.02199935367559648
2011-10-27,-0.006319522874445513
2011-10-28,0.0030634992340295886
2011-10-31,0.0007176557917007492
2011-11-01,-0.0015790612976589046
2011-11-02,0.008961315347384707
2011-11-03,0.0026514324481059105
2011-11-04,-0.006033436066653934
2011-11-07,-0.0018184624657743994
2011-11-08,-0.014196751374851345
2011-11-09,-0.003997645552785165
2011-11-10,0.004483045256863382
2011-11-11,-0.007569901492024734
2011-11-14,0.006198877775694995
2011-11-15,0.001308237013801934
2011-11-16,0.0038673978703302123
2011-11-17,0.004394785505152458
2011-11-18,-0.0034448117898565615
2011-11-21,-0.005428006776005674
2011-11-22,-0.0014448441678488466
2011-11-23,-0.0014462123911284006
2011-11-24,0.004938025661421996
2011-11-25,-0.000523042950221188
2011-11-28,0.0076621939872303976
2011-11-29,0.001908725610224947
2011-11-30,-0.003109120087875329
2011-12-01,0.00827246951966707
2011-12-02,0.0013415524318712837
2011-12-05,0.01298156918041261
2011-12-06,0.01295668099634384
2011-12-07,0.0009973606030918678
2011-12-08,0.012889963736121461
2011-12-09,-0.009321596663277233
2011-12-12,-0.005094457438619703
2011-12-13,0.001183060140703674
2011-12-14,-0.014282230210233528
2011-12-15,0.003102041420255023
2011-12-16,-0.0002393296579350601
2011-12-19,-8.818375825296403e-06
2011-12-20,0.012094995303014318
2011-12-21,0.0055330036718325955
2011-12-22,-0.006946281358045163
2011-12-23,2.304594271823092e-05
2011-12-26,-0.0072286290051063375
2011-12-27,-0.0007488956549880259
2011-12-28,0.00860995536733402
2011-12-29,0.01127822379595703
2011-12-30,0.005722674801237802
2012-01-02,-0.004365049446148673
2012-01-03,-0.002893831296058913
2012-01-04,2.7927808236603586e-05
2012-01-05,0.021228672829726868
2012-01-06,-0.006537570971633483
2012-01-09,-0.0009402289908105369
2012-01-10,-0.0020720724851101295
2012-01-11,-2.809965260286435e-05
2012-01-12,0.0075131367329716444
2012-01-13,0.006781664980852267
2012-01-16,0.004466021287677833
2012-01-17,-0.009359817684131614
2012-01-18,-0.003482458592703917
2012-01-19,-0.0064521984428472495
2012-01-20,-0.011196369830872951
2012-01-23,-0.0019179156599634854
2012-01-24,0.004840503270087529
2012-01-25,0.0062993019948826305
2012-01-26,0.005273468174010653
2012-01-27,-0.0033453087137940447
2012-01-30,0.005395650533760798
2012-01-31,0.0046463572062873755
2012-02-01,-0.004863846580229686
2012-02-02,-0.008229796227844347
2012-02-03,0.006732723302342758
2012-02-06,-0.020753982518878833
2012-02-07,0.001672412988679948
2012-02-08,0.00420418308071731
2012-02-09,0.0192690496149895
2012-02-10,0.0013823575454776243
2012-02-13,0.008934090733268946
2012-02-14,0.01311321896938308
2012-02-15,0.007218496798081579
2012-02-16,-0.01154397465292576
2012-02-17,0.007999807910588337
2012-02-20,0.001851638418633581
2012-02-21,0.007054344099546156
2012-02-22,-0.005663454808428156
2012-02-23,-0.005377118477397908
2012-02-24,-0.007819483253460309
2012-02-27,-0.01213351691834333
2012-02-28,-0.003169059030401303
2012-02-29,-0.007088667124293578
2012-03-01,0.0070563568703449755
2012-03-02,-0.0014156795276233161
2012-03-05,-0.0021175354711902815
2012-03-06,0.010664331812340814
2012-03-07,-0.012488880528322897
2012-03-08,0.003791740073216578
2012-03-09,-0.0058953486864977405
2012-03-12,0.0026845202829238043
2012-03-13,0.007926075870068772
2012-03-14,0.0018149110606219074
2012-03-15,-0.000753653398660333
2012-03-16,0.00825371766783264
2012-03-19,-0.005938869329893394
2012-03-20,-0.005588112804419631
2012-03-21,-0.0026707947527633787
2012-03-22,0.001043881563129804
2012-03-23,0.012257431912015943
2012-03-26,-0.0013515157417207755
2012-03-27,-0.020338389152094957
2012-03-28,0.0068254884675418084
2012-03-29,0.0031764021974752103
2012-03-30,-0.0002770320601084182
2012-04-02,-0.01061582674869088
2012-04-03,0.002800949564033579
2012-04-04,0.0003626370112830694
2012-04-05,-0.012529855203919107
2012-04-06,-0.00012773330259735005
2012-04-09,-0.0017572961704633645
2012-04-10,0.0042751784538096575
2012-04-11,0.004915716425796669
2012-04-12,-0.0007256158771008793
2012-04-13,-0.01903346085468282
2012-04-16,0.012323972832738509
2012-04-17,-0.0045864938923370875
2012-04-18,0.009035659746559914
2012-04-19,-0.007852427537739301
2012-04-20,0.0015195098313358427
2012-04-23,-0.0009249962958637636
2012-04-24,0.0059097394055434216
2012-04-25,-0.00023044120953643406
2012-04-26,-0.015222506193325366
2012-04-27,0.013346860128877022
2012-04-30,-0.012935254724171199
2012-05-01,0.0030135135203827254
2012-05-02,-0.016743928597891474
2012-05-03,-0.006263207050912374
2012-05-04,-0.00726651340502148
2012-05-07,0.002039909521916199
2012-05-08,-0.0032025719366866553
2012-05-09,-0.008096800661576505
2012-05-10,0.0044105065770220124
2012-05-11,0.003475001107994186
2012-05-14,0.0026971395659990604
2012-05-15,-0.002006110464481191
2012-05-16,0.012262278129505422
2012-05-17,-0.0011907999572291193
2012-05-18,0.002654531536370045
2012-05-21,-0.003209981142110311
2012-05-22,0.009198308228453236
2012-05-23,-0.014751127766202365
2012-05-24,-0.009531284260368866
2012-05-25,-0.01098583153732601
2012-05-28,-0.0016057604400232118
2012-05-29,-0.005956820673993389
2012-05-30,-0.005659933561056298
2012-05-31,0.0027040379744912883
2012-06-01,-0.017233761652254268
2012-06-04,0.0063840894886417355
